employee_id,first_name,last_name,age,department_region,status,join_date,salary,email,phone,performance_score,remote_work
emp1243,charlie,smith,,cloud tech-texas,inactive,3/26/2022,119971.65,charlie.smith@example.com,-2831435988,average,false
emp1244,grace,davis,40.0,sales-texas,active,10/11/2021,94963.7,grace.davis@example.com,-2625660930,good,false
emp1245,frank,miller,30.0,sales-nevada,pending,1/7/2021,103744.71,frank.miller@example.com,-4181861514,average,false
emp1246,alice,smith,25.0,sales-new york,inactive,12/3/2020,61337.69,alice.smith@example.com,-5423401635,average,true
emp1247,david,smith,35.0,sales-california,active,5/28/2021,63741.13,david.smith@example.com,-1128497184,poor,true
emp1248,eva,smith,30.0,devops-california,pending,12/28/2022,56539.99,eva.smith@example.com,-9484910255,excellent,true
emp1249,charlie,williams,30.0,devops-illinois,pending,5/24/2023,73633.37,charlie.williams@example.com,-2588967923,good,true
emp1250,alice,miller,25.0,cloud tech-texas,pending,4/28/2024,90373.99,alice.miller@example.com,-822269404,good,false
emp1251,grace,smith,,devops-texas,inactive,12/25/2024,93901.48,grace.smith@example.com,-3967275783,good,false
emp1252,eva,brown,40.0,admin-nevada,inactive,9/1/2021,81748.09,eva.brown@example.com,-4683414650,average,true
emp1253,charlie,jones,40.0,finance-florida,inactive,2/21/2021,73813.48,charlie.jones@example.com,-1131290147,average,false
emp1254,frank,smith,35.0,finance-new york,inactive,11/20/2022,89315.59,frank.smith@example.com,-7068277880,average,false
emp1255,heidi,williams,25.0,hr-florida,active,10/15/2020,56776.82,heidi.williams@example.com,-6093068537,poor,false
emp1256,grace,davis,,finance-new york,active,7/24/2024,72920.51,grace.davis@example.com,-9097283214,excellent,true
emp1257,frank,miller,30.0,admin-florida,pending,8/14/2022,84913.18,frank.miller@example.com,-2850676250,average,true
emp1258,alice,garcia,25.0,finance-illinois,inactive,5/8/2021,65060.11,alice.garcia@example.com,-5381447442,excellent,true
emp1259,alice,williams,35.0,finance-illinois,pending,10/9/2023,82941.08,alice.williams@example.com,-963480796,poor,false
emp1260,bob,smith,40.0,admin-california,pending,1/19/2022,103469.97,bob.smith@example.com,-509754509,good,true
emp1261,grace,miller,25.0,sales-illinois,active,1/12/2022,88725.6,grace.miller@example.com,-5265016730,average,true
emp1262,heidi,jones,,hr-illinois,pending,6/5/2023,58316.77,heidi.jones@example.com,-8826170242,excellent,true
emp1263,grace,smith,35.0,hr-illinois,inactive,3/26/2024,60098.72,grace.smith@example.com,-7654562840,excellent,true
emp1264,grace,williams,,cloud tech-texas,active,10/7/2020,99951.43,grace.williams@example.com,-7722560530,average,true
emp1265,heidi,johnson,30.0,sales-illinois,active,11/2/2021,115195.81,heidi.johnson@example.com,-3402665022,good,true
emp1266,grace,brown,,devops-california,pending,11/19/2021,85512.05,grace.brown@example.com,-7416787255,good,false
emp1267,heidi,garcia,,hr-florida,active,1/24/2022,73186.77,heidi.garcia@example.com,-8621102257,good,false
emp1268,grace,davis,,hr-nevada,pending,7/12/2023,51865.3,grace.davis@example.com,-305690673,poor,true
emp1269,david,williams,25.0,sales-florida,active,12/9/2022,94031.77,david.williams@example.com,-4716392822,excellent,true
emp1270,grace,miller,30.0,devops-new york,active,3/18/2023,116374.36,grace.miller@example.com,-4143637188,excellent,false
emp1271,alice,garcia,40.0,hr-florida,active,4/25/2022,98335.02,alice.garcia@example.com,-2392312603,excellent,false
emp1272,heidi,garcia,25.0,devops-new york,pending,2/28/2021,89262.07,heidi.garcia@example.com,-3260931065,poor,true
emp1273,heidi,garcia,,finance-california,active,7/30/2022,113848.69,heidi.garcia@example.com,-8433567085,excellent,true
emp1274,frank,smith,35.0,sales-florida,active,5/19/2021,69530.45,frank.smith@example.com,-414545634,poor,true
emp1275,eva,brown,35.0,devops-new york,pending,12/14/2023,84230.22,eva.brown@example.com,-200053473,good,true
emp1276,eva,smith,35.0,cloud tech-illinois,pending,1/17/2023,76578.59,eva.smith@example.com,-9162475540,average,false
emp1277,frank,miller,30.0,hr-texas,inactive,1/2/2024,55532.06,frank.miller@example.com,-1082555988,excellent,true
emp1278,eva,smith,40.0,admin-new york,pending,7/9/2021,115311.68,eva.smith@example.com,-5343961128,excellent,true
emp1279,charlie,johnson,25.0,sales-nevada,pending,5/5/2021,66972.06,charlie.johnson@example.com,-1093371188,good,true
emp1280,david,brown,30.0,cloud tech-texas,inactive,11/7/2021,100215.06,david.brown@example.com,-5473820235,average,true
emp1281,charlie,brown,25.0,sales-new york,inactive,8/30/2023,115452.25,charlie.brown@example.com,-8485571616,poor,false
emp1282,heidi,miller,30.0,hr-california,inactive,8/15/2023,54141.38,heidi.miller@example.com,-6880294239,average,false
emp1283,david,davis,,devops-nevada,active,12/24/2020,79251.95,david.davis@example.com,-9036788126,good,false
emp1284,alice,johnson,40.0,finance-new york,pending,11/21/2024,114822.78,alice.johnson@example.com,-8686694319,good,true
emp1285,alice,williams,35.0,sales-illinois,active,11/17/2021,69919.32,alice.williams@example.com,-2939087883,average,true
emp1286,heidi,smith,30.0,sales-florida,inactive,1/29/2021,106616.97,heidi.smith@example.com,-4344812307,poor,false
emp1287,heidi,jones,35.0,devops-new york,active,2/17/2024,73597.85,heidi.jones@example.com,-3402424032,poor,true
emp1288,david,smith,30.0,sales-nevada,inactive,8/20/2024,79939.23,david.smith@example.com,-8105955183,excellent,true
emp1289,grace,garcia,25.0,admin-new york,inactive,10/24/2021,,grace.garcia@example.com,-2694500533,poor,false
emp1290,grace,smith,30.0,finance-california,inactive,9/10/2021,90772.25,grace.smith@example.com,-2408916497,average,false
emp1291,eva,williams,35.0,devops-new york,active,9/29/2023,58275.74,eva.williams@example.com,-3735439626,good,false
emp1292,grace,smith,,devops-california,pending,8/28/2020,94709.79,grace.smith@example.com,-3652717271,excellent,false
emp1293,frank,johnson,,admin-new york,active,9/6/2022,60722.99,frank.johnson@example.com,-2397240421,excellent,true
emp1294,frank,johnson,40.0,devops-illinois,inactive,3/31/2024,87626.24,frank.johnson@example.com,-6931216375,good,true
emp1295,david,brown,30.0,devops-illinois,active,12/12/2022,81272.36,david.brown@example.com,-1820916600,poor,false
emp1296,bob,miller,,cloud tech-texas,pending,11/1/2022,64150.97,bob.miller@example.com,-23142899,good,true
emp1297,charlie,davis,35.0,sales-florida,active,10/25/2023,64378.1,charlie.davis@example.com,-1851327971,poor,false
emp1298,bob,jones,,finance-texas,inactive,9/27/2020,85927.35,bob.jones@example.com,-4572308480,good,false
emp1299,alice,garcia,,finance-nevada,inactive,1/21/2024,51523.93,alice.garcia@example.com,-18418619,average,true
emp1300,alice,smith,30.0,sales-texas,active,5/17/2022,74117.02,alice.smith@example.com,-3036625435,poor,false
emp1301,alice,smith,25.0,finance-texas,inactive,4/17/2022,62598.69,alice.smith@example.com,-1721314518,average,true
emp1302,grace,williams,35.0,finance-florida,inactive,2/8/2022,55617.5,grace.williams@example.com,-5151092267,excellent,true
emp1303,charlie,miller,35.0,cloud tech-new york,pending,3/15/2022,87018.98,charlie.miller@example.com,-5926249450,good,true
emp1304,david,johnson,25.0,cloud tech-california,inactive,10/11/2023,100336.58,david.johnson@example.com,-4754102251,excellent,true
emp1305,grace,jones,30.0,admin-florida,inactive,11/13/2020,69295.48,grace.jones@example.com,-6771196420,excellent,false
emp1306,bob,brown,25.0,devops-florida,pending,4/17/2024,115536.66,bob.brown@example.com,-5226557675,excellent,true
emp1307,david,johnson,30.0,cloud tech-texas,pending,3/9/2020,81250.87,david.johnson@example.com,-9523668787,excellent,false
emp1308,alice,garcia,30.0,devops-texas,inactive,6/17/2022,66403.75,alice.garcia@example.com,-7883619688,good,false
emp1309,alice,miller,30.0,sales-california,active,7/28/2024,114147.79,alice.miller@example.com,-3135030586,excellent,false
emp1310,frank,garcia,30.0,hr-new york,pending,12/3/2022,65472.99,frank.garcia@example.com,-2105524727,good,false
emp1311,alice,davis,,sales-nevada,active,7/6/2023,97512.51,alice.davis@example.com,-6333021259,good,true
emp1312,alice,brown,35.0,devops-nevada,inactive,5/28/2024,86712.41,alice.brown@example.com,-6501917919,average,true
emp1313,grace,davis,30.0,hr-florida,active,3/25/2024,87654.98,grace.davis@example.com,-2521310961,poor,false
emp1314,david,williams,35.0,devops-new york,inactive,4/28/2020,89367.02,david.williams@example.com,-2728476569,poor,false
emp1315,charlie,garcia,40.0,admin-california,active,11/7/2021,95269.41,charlie.garcia@example.com,-4120092819,good,true
emp1316,frank,williams,25.0,sales-nevada,active,4/15/2020,68792.31,frank.williams@example.com,-6678498435,average,false
emp1317,alice,smith,25.0,admin-illinois,pending,10/7/2023,89119.53,alice.smith@example.com,-2418623689,good,true
emp1318,frank,davis,35.0,cloud tech-new york,active,2/27/2024,58212.13,frank.davis@example.com,-3628917755,good,false
emp1319,heidi,miller,30.0,devops-illinois,pending,2/22/2021,77764.24,heidi.miller@example.com,-6205634110,good,true
emp1320,frank,garcia,35.0,finance-florida,pending,8/21/2023,75148.17,frank.garcia@example.com,-5950342810,average,false
emp1321,heidi,jones,40.0,cloud tech-nevada,inactive,4/8/2024,108781.18,heidi.jones@example.com,-3904383033,poor,false
emp1322,frank,brown,35.0,finance-texas,pending,11/4/2024,65489.19,frank.brown@example.com,-1990970050,average,true
emp1323,eva,johnson,,sales-illinois,pending,5/5/2022,70663.46,eva.johnson@example.com,-4054683564,excellent,false
emp1324,david,miller,40.0,sales-new york,inactive,2/1/2023,95822.56,david.miller@example.com,-2156818208,average,false
emp1325,eva,miller,40.0,devops-nevada,pending,10/1/2022,82258.03,eva.miller@example.com,-6790422710,average,true
emp1326,frank,williams,30.0,admin-nevada,pending,9/27/2022,62883.34,frank.williams@example.com,-3322889856,average,false
emp1327,alice,davis,,cloud tech-texas,pending,4/9/2020,103503.72,alice.davis@example.com,-2545960632,average,true
emp1328,david,garcia,25.0,devops-new york,active,3/23/2021,85401.3,david.garcia@example.com,-9912971023,poor,true
emp1329,heidi,garcia,40.0,cloud tech-texas,pending,2/3/2023,,heidi.garcia@example.com,-8171752420,excellent,false
emp1330,eva,smith,,hr-texas,pending,7/23/2024,98850.14,eva.smith@example.com,-4955112746,poor,false
emp1331,charlie,smith,25.0,cloud tech-illinois,active,5/8/2021,63435.24,charlie.smith@example.com,-4721970545,poor,false
emp1332,frank,brown,35.0,finance-texas,inactive,4/11/2022,82129.84,frank.brown@example.com,-6927589550,average,false
emp1333,david,williams,35.0,devops-texas,pending,10/23/2024,95492.61,david.williams@example.com,-6874090379,good,false
emp1334,grace,miller,40.0,finance-illinois,inactive,4/24/2020,94572.37,grace.miller@example.com,-2146296135,good,false
emp1335,bob,garcia,40.0,finance-nevada,inactive,3/4/2023,118413.05,bob.garcia@example.com,-7157787111,poor,false
emp1336,alice,jones,30.0,admin-nevada,pending,8/31/2022,68976.65,alice.jones@example.com,-1663651558,poor,true
emp1337,eva,williams,,sales-nevada,active,1/2/2021,115013.65,eva.williams@example.com,-7371470826,average,false
emp1338,david,brown,,admin-nevada,inactive,6/6/2020,70949.38,david.brown@example.com,-2359096055,poor,true
emp1339,grace,brown,,hr-florida,pending,10/13/2020,105334.87,grace.brown@example.com,-7303064420,average,false
emp1340,bob,williams,,devops-california,active,7/19/2020,80596.18,bob.williams@example.com,-2146147682,good,false
emp1341,frank,brown,,sales-illinois,inactive,5/3/2024,72846.37,frank.brown@example.com,-4201654234,good,true
emp1342,heidi,williams,40.0,admin-california,pending,2/7/2022,80229.36,heidi.williams@example.com,-6778265959,excellent,false
emp1343,grace,johnson,25.0,sales-california,active,12/31/2023,55145.47,grace.johnson@example.com,-8931992549,good,false
emp1344,grace,williams,30.0,devops-florida,inactive,1/8/2022,,grace.williams@example.com,-2727516479,poor,true
emp1345,eva,davis,40.0,hr-california,active,9/28/2020,56110.81,eva.davis@example.com,-7279103367,good,false
emp1346,grace,williams,25.0,cloud tech-texas,inactive,2/9/2023,56514.5,grace.williams@example.com,-2963533904,average,false
emp1347,frank,brown,40.0,cloud tech-california,inactive,3/5/2022,104541.84,frank.brown@example.com,-5044817765,good,false
emp1348,david,garcia,,sales-new york,pending,2/18/2022,61865.12,david.garcia@example.com,-5586851275,excellent,true
emp1349,eva,davis,40.0,admin-texas,active,6/9/2022,69317.33,eva.davis@example.com,-5289286645,good,false
emp1350,bob,brown,35.0,hr-new york,pending,7/4/2023,84706.17,bob.brown@example.com,-4911110960,average,false
emp1351,heidi,smith,25.0,admin-california,active,3/21/2022,73255.21,heidi.smith@example.com,-7981789045,average,false
emp1352,frank,smith,40.0,hr-florida,pending,5/2/2023,59528.71,frank.smith@example.com,-3378613714,poor,false
emp1353,david,garcia,40.0,hr-new york,inactive,10/15/2021,70401.37,david.garcia@example.com,-7660538443,good,true
emp1354,heidi,garcia,,admin-california,inactive,7/28/2021,107154.62,heidi.garcia@example.com,-4630600024,average,true
emp1355,bob,davis,,admin-illinois,pending,1/3/2021,97719.88,bob.davis@example.com,-8955296385,excellent,false
emp1356,heidi,johnson,30.0,finance-california,pending,5/21/2020,107327.59,heidi.johnson@example.com,-3960962625,poor,false
emp1357,grace,garcia,40.0,admin-nevada,inactive,5/10/2021,67687.72,grace.garcia@example.com,-5826312818,excellent,true
emp1358,grace,smith,40.0,cloud tech-florida,pending,9/8/2022,90757.08,grace.smith@example.com,-6482531105,good,true
emp1359,grace,williams,,cloud tech-california,pending,7/21/2024,87583.42,grace.williams@example.com,-920981959,good,false
emp1360,bob,brown,25.0,admin-nevada,pending,12/28/2021,61643.69,bob.brown@example.com,-2752334382,good,true
emp1361,grace,smith,35.0,finance-texas,active,7/20/2020,68111.69,grace.smith@example.com,-6404120910,poor,false
emp1362,david,smith,40.0,hr-florida,inactive,4/30/2024,97568.88,david.smith@example.com,-7911244210,average,true
emp1363,charlie,johnson,35.0,cloud tech-florida,active,8/28/2021,79118.28,charlie.johnson@example.com,-7536170616,poor,true
emp1364,bob,davis,30.0,hr-california,inactive,7/21/2022,104898.9,bob.davis@example.com,-1366572239,excellent,true
emp1365,frank,davis,40.0,cloud tech-florida,pending,11/27/2023,81671.3,frank.davis@example.com,-2990155798,poor,true
emp1366,alice,miller,25.0,cloud tech-california,pending,8/11/2020,97399.75,alice.miller@example.com,-8028413907,excellent,false
emp1367,david,johnson,,admin-illinois,active,11/8/2021,89189.43,david.johnson@example.com,-882351304,poor,true
emp1368,david,williams,40.0,devops-new york,active,8/4/2023,96011.55,david.williams@example.com,-2312447314,average,true
emp1369,david,davis,40.0,sales-florida,inactive,1/10/2020,99331.49,david.davis@example.com,-8477686341,excellent,false
emp1370,bob,brown,,cloud tech-illinois,active,1/19/2022,72818.94,bob.brown@example.com,-3461994236,good,true
emp1371,eva,garcia,40.0,sales-nevada,inactive,5/7/2023,77204.75,eva.garcia@example.com,-6769459195,good,true
emp1372,bob,johnson,35.0,hr-florida,pending,12/19/2020,106961.68,bob.johnson@example.com,-6395517207,poor,false
emp1373,eva,garcia,,sales-texas,pending,10/1/2020,71923.0,eva.garcia@example.com,-4964985600,good,true
emp1374,bob,smith,30.0,hr-nevada,active,11/12/2022,77192.43,bob.smith@example.com,-2562531354,excellent,false
emp1375,grace,brown,40.0,admin-florida,pending,1/5/2023,98540.3,grace.brown@example.com,-2510505378,good,false
emp1376,charlie,brown,,admin-florida,inactive,10/14/2020,63096.9,charlie.brown@example.com,-5381649382,average,false
emp1377,alice,smith,35.0,cloud tech-florida,active,2/3/2021,107065.12,alice.smith@example.com,-1849196654,average,false
emp1378,heidi,johnson,40.0,devops-florida,inactive,12/25/2023,108792.43,heidi.johnson@example.com,-3307704610,poor,true
emp1379,bob,smith,,cloud tech-new york,inactive,3/7/2020,69239.7,bob.smith@example.com,-7295963903,excellent,false
emp1380,charlie,garcia,40.0,sales-nevada,inactive,1/30/2023,85756.42,charlie.garcia@example.com,-907426087,average,true
emp1381,eva,miller,,hr-illinois,active,4/5/2024,100328.62,eva.miller@example.com,-501716444,average,true
emp1382,grace,brown,25.0,devops-nevada,active,9/1/2021,111236.69,grace.brown@example.com,-5618579063,excellent,true
emp1383,eva,jones,35.0,cloud tech-florida,active,5/7/2024,106832.22,eva.jones@example.com,-7715910299,good,true
emp1384,frank,jones,,devops-florida,active,6/15/2023,59746.45,frank.jones@example.com,-2156321357,good,true
emp1385,david,garcia,25.0,sales-california,pending,7/29/2021,91780.04,david.garcia@example.com,-40104144,poor,true
emp1386,eva,williams,35.0,sales-california,pending,10/23/2023,107062.66,eva.williams@example.com,-9642297124,good,true
emp1387,grace,davis,25.0,hr-nevada,active,12/7/2023,110625.52,grace.davis@example.com,-2967188396,excellent,true
emp1388,frank,smith,30.0,devops-florida,inactive,10/18/2020,90419.79,frank.smith@example.com,-7457314414,average,true
emp1389,grace,smith,40.0,finance-texas,pending,6/15/2024,111608.76,grace.smith@example.com,-8331170302,good,true
emp1390,eva,williams,35.0,finance-florida,inactive,4/6/2023,50173.12,eva.williams@example.com,-7637153987,poor,false
emp1391,bob,williams,40.0,devops-nevada,pending,1/3/2022,109507.44,bob.williams@example.com,-5472812355,good,false
emp1392,grace,garcia,30.0,finance-new york,inactive,7/3/2021,72600.56,grace.garcia@example.com,-7983631461,excellent,false
emp1393,charlie,garcia,,finance-california,pending,4/10/2024,53388.65,charlie.garcia@example.com,-4912711306,poor,true
emp1394,heidi,williams,25.0,cloud tech-new york,inactive,7/23/2022,50047.32,heidi.williams@example.com,-2407875417,good,false
emp1395,david,brown,30.0,devops-california,active,11/25/2024,115290.79,david.brown@example.com,-1563268684,poor,false
emp1396,frank,garcia,35.0,cloud tech-california,pending,8/21/2023,61586.76,frank.garcia@example.com,-745106633,excellent,false
emp1397,eva,miller,30.0,finance-nevada,active,12/12/2023,56662.86,eva.miller@example.com,-3629489785,average,true
emp1398,bob,garcia,30.0,sales-new york,pending,10/24/2023,,bob.garcia@example.com,-1031310093,excellent,true
emp1399,frank,smith,25.0,finance-nevada,active,9/5/2022,54957.98,frank.smith@example.com,-3181439665,excellent,true
emp1400,bob,garcia,25.0,hr-california,inactive,10/7/2020,76790.47,bob.garcia@example.com,-1347323548,excellent,true
emp1401,charlie,brown,30.0,cloud tech-illinois,pending,1/18/2020,92722.35,charlie.brown@example.com,-4012897431,excellent,false
emp1402,frank,williams,30.0,devops-nevada,active,4/23/2022,93125.32,frank.williams@example.com,-5122572075,average,false
emp1403,david,smith,25.0,cloud tech-new york,active,4/22/2023,101100.64,david.smith@example.com,-5024120956,average,false
emp1404,grace,garcia,35.0,admin-new york,inactive,8/13/2023,55897.41,grace.garcia@example.com,-9073710093,poor,false
emp1405,eva,brown,25.0,devops-california,active,11/26/2022,92484.88,eva.brown@example.com,-3882211456,good,true
emp1406,grace,miller,35.0,devops-texas,active,10/10/2022,77011.99,grace.miller@example.com,-7584745704,average,true
emp1407,bob,garcia,,cloud tech-california,inactive,9/27/2020,77078.68,bob.garcia@example.com,-4589714801,average,true
emp1408,grace,brown,35.0,sales-nevada,active,4/11/2024,82971.02,grace.brown@example.com,-6325703964,good,false
emp1409,bob,miller,25.0,sales-texas,active,6/20/2021,65102.01,bob.miller@example.com,-3136148781,average,true
emp1410,grace,williams,,hr-nevada,pending,10/23/2022,103697.7,grace.williams@example.com,-4556964429,excellent,true
emp1411,grace,garcia,25.0,devops-illinois,pending,6/15/2023,60687.63,grace.garcia@example.com,-9859167953,excellent,false
emp1412,bob,miller,,admin-new york,pending,10/31/2021,77351.21,bob.miller@example.com,-1072728497,good,false
emp1413,bob,smith,35.0,devops-florida,pending,9/29/2024,66704.62,bob.smith@example.com,-2474140702,poor,true
emp1414,grace,williams,25.0,finance-illinois,pending,4/22/2020,71650.3,grace.williams@example.com,-4910740649,poor,true
emp1415,charlie,smith,25.0,cloud tech-nevada,active,12/7/2023,50794.54,charlie.smith@example.com,-425488213,good,true
emp1416,frank,jones,,sales-nevada,inactive,12/7/2020,76030.86,frank.jones@example.com,-2369143074,good,true
emp1417,eva,johnson,25.0,cloud tech-california,inactive,7/11/2021,86669.79,eva.johnson@example.com,-3666144941,excellent,true
emp1418,bob,garcia,40.0,finance-illinois,inactive,4/23/2020,84972.7,bob.garcia@example.com,-9659234267,poor,true
emp1419,frank,miller,30.0,hr-texas,pending,10/12/2023,100594.49,frank.miller@example.com,-3441497825,average,false
emp1420,alice,johnson,25.0,cloud tech-new york,active,8/24/2022,75478.35,alice.johnson@example.com,-6128758574,excellent,false
emp1421,charlie,johnson,25.0,sales-nevada,pending,9/4/2023,79355.85,charlie.johnson@example.com,-6766708060,good,false
emp1422,grace,miller,35.0,hr-texas,pending,2/2/2022,58358.07,grace.miller@example.com,-2943985297,poor,true
emp1423,alice,williams,30.0,admin-illinois,active,4/1/2022,54824.85,alice.williams@example.com,-9406260786,average,false
emp1424,eva,garcia,35.0,hr-texas,pending,7/24/2022,50557.84,eva.garcia@example.com,-104159148,average,true
emp1425,eva,jones,,admin-florida,inactive,4/26/2023,118030.04,eva.jones@example.com,-7501980381,excellent,true
emp1426,david,smith,,admin-new york,active,4/19/2022,51673.72,david.smith@example.com,-8723244078,poor,false
emp1427,alice,brown,35.0,cloud tech-nevada,inactive,10/4/2024,101665.79,alice.brown@example.com,-3110291812,poor,true
emp1428,david,smith,,admin-florida,inactive,5/2/2020,118079.15,david.smith@example.com,-3170876013,good,true
emp1429,eva,brown,25.0,cloud tech-new york,pending,4/25/2022,99059.28,eva.brown@example.com,-6723849790,poor,false
emp1430,bob,smith,,cloud tech-illinois,active,7/29/2023,107397.4,bob.smith@example.com,-6202232882,poor,false
emp1431,alice,miller,40.0,devops-new york,active,8/20/2021,68269.37,alice.miller@example.com,-7744197545,excellent,false
emp1432,grace,jones,35.0,hr-florida,inactive,4/23/2021,55228.12,grace.jones@example.com,-6176620470,poor,true
emp1433,bob,garcia,30.0,cloud tech-new york,inactive,8/12/2022,71982.33,bob.garcia@example.com,-9609409704,average,false
emp1434,frank,brown,30.0,finance-california,inactive,6/26/2021,109673.75,frank.brown@example.com,-2774025882,excellent,false
emp1435,eva,garcia,,cloud tech-new york,inactive,10/30/2020,56384.9,eva.garcia@example.com,-5868122594,excellent,true
emp1436,frank,garcia,40.0,sales-texas,pending,9/4/2021,68211.68,frank.garcia@example.com,-7244617678,good,false
emp1437,alice,garcia,40.0,finance-illinois,pending,1/31/2023,67489.68,alice.garcia@example.com,-2988425994,poor,false
emp1438,charlie,davis,25.0,cloud tech-texas,active,9/24/2020,63869.31,charlie.davis@example.com,-9961002310,good,false
emp1439,bob,williams,,sales-california,active,2/14/2020,119801.3,bob.williams@example.com,-7753312660,average,true
emp1440,heidi,smith,30.0,cloud tech-california,active,3/28/2020,115959.65,heidi.smith@example.com,-941017589,excellent,true
emp1441,grace,garcia,40.0,finance-texas,inactive,10/31/2023,79866.48,grace.garcia@example.com,-2517629832,excellent,true
emp1442,charlie,smith,35.0,hr-florida,active,3/11/2020,92987.46,charlie.smith@example.com,-4774332682,excellent,true
emp1443,eva,garcia,40.0,finance-illinois,inactive,5/4/2020,56140.51,eva.garcia@example.com,-1901302055,average,false
emp1444,grace,brown,30.0,devops-illinois,active,7/15/2023,119586.11,grace.brown@example.com,-9815287338,average,true
emp1445,alice,williams,40.0,devops-california,inactive,1/20/2023,104700.46,alice.williams@example.com,-7855982175,good,true
emp1446,frank,williams,40.0,hr-new york,active,10/15/2021,91798.14,frank.williams@example.com,-6191284116,good,false
emp1447,eva,miller,25.0,finance-illinois,inactive,4/19/2024,90879.22,eva.miller@example.com,-3098503445,good,false
emp1448,charlie,davis,25.0,admin-nevada,active,6/29/2021,87358.27,charlie.davis@example.com,-5124189388,poor,false
emp1449,alice,miller,30.0,sales-florida,inactive,9/14/2024,119407.93,alice.miller@example.com,-8469081973,excellent,true
emp1450,david,miller,,hr-nevada,pending,1/4/2022,113978.6,david.miller@example.com,-56435022,excellent,true
emp1451,frank,miller,,sales-new york,pending,1/20/2021,108568.78,frank.miller@example.com,-8503719904,good,true
emp1452,heidi,miller,,hr-new york,inactive,3/18/2020,56318.02,heidi.miller@example.com,-1699187239,excellent,false
emp1453,david,miller,25.0,sales-florida,active,11/10/2021,114252.73,david.miller@example.com,-1078356742,good,false
emp1454,charlie,jones,35.0,devops-new york,inactive,5/1/2020,51533.9,charlie.jones@example.com,-3896086,poor,true
emp1455,charlie,williams,25.0,sales-california,active,2/4/2022,99317.66,charlie.williams@example.com,-662668216,poor,false
emp1456,bob,miller,35.0,hr-california,active,11/18/2020,101264.64,bob.miller@example.com,-1955356032,average,false
emp1457,heidi,garcia,35.0,admin-nevada,pending,11/21/2023,112272.02,heidi.garcia@example.com,-1903689002,poor,false
emp1458,frank,williams,30.0,devops-illinois,active,2/13/2022,71477.63,frank.williams@example.com,-102724054,good,true
emp1459,charlie,williams,30.0,devops-texas,pending,3/19/2023,77412.1,charlie.williams@example.com,-9342967110,poor,false
emp1460,alice,johnson,30.0,sales-california,pending,3/28/2021,94775.27,alice.johnson@example.com,-4837537457,average,false
emp1461,heidi,jones,30.0,hr-nevada,active,5/2/2021,74276.71,heidi.jones@example.com,-4384588104,excellent,true
emp1462,bob,miller,35.0,finance-texas,inactive,3/5/2021,67467.86,bob.miller@example.com,-6974132833,good,true
emp1463,eva,smith,25.0,devops-texas,active,3/1/2022,80675.41,eva.smith@example.com,-8315203770,excellent,false
emp1464,charlie,brown,40.0,finance-florida,inactive,1/23/2023,76274.33,charlie.brown@example.com,-704496409,average,false
emp1465,david,davis,30.0,finance-texas,active,8/26/2021,51405.46,david.davis@example.com,-4967066702,average,true
emp1466,bob,garcia,25.0,hr-new york,inactive,11/25/2020,101238.96,bob.garcia@example.com,-3626804084,average,true
emp1467,bob,smith,35.0,sales-illinois,inactive,12/13/2023,52169.52,bob.smith@example.com,-954930595,excellent,false
emp1468,charlie,jones,,finance-new york,active,7/26/2020,73176.62,charlie.jones@example.com,-6018648768,excellent,false
emp1469,grace,brown,,devops-nevada,pending,6/27/2021,96241.85,grace.brown@example.com,-9842673203,excellent,false
emp1470,bob,jones,25.0,finance-illinois,pending,9/16/2024,84366.38,bob.jones@example.com,-4138459608,excellent,false
emp1471,alice,garcia,40.0,cloud tech-california,pending,7/4/2023,92015.09,alice.garcia@example.com,-4544901494,average,true
emp1472,alice,williams,30.0,admin-nevada,inactive,6/16/2020,83149.95,alice.williams@example.com,-4277070704,average,false
emp1473,grace,brown,40.0,finance-nevada,inactive,7/5/2020,94930.65,grace.brown@example.com,-7836091497,good,false
emp1474,frank,williams,40.0,hr-new york,inactive,4/1/2020,68430.72,frank.williams@example.com,-5172444722,good,true
emp1475,david,garcia,35.0,sales-texas,active,3/20/2024,98752.97,david.garcia@example.com,-2290310286,excellent,false
emp1476,frank,smith,,finance-illinois,active,2/7/2023,54268.86,frank.smith@example.com,-9508304404,poor,true
emp1477,grace,garcia,,devops-florida,pending,12/10/2024,66494.94,grace.garcia@example.com,-8093511870,poor,false
emp1478,grace,smith,25.0,sales-illinois,pending,6/27/2024,90003.98,grace.smith@example.com,-8133595615,average,false
emp1479,charlie,brown,25.0,finance-new york,active,3/9/2021,106592.25,charlie.brown@example.com,-4205955656,average,true
emp1480,grace,brown,25.0,devops-florida,active,8/11/2024,93905.83,grace.brown@example.com,-4902504289,average,true
emp1481,eva,miller,35.0,devops-texas,active,3/5/2022,88945.49,eva.miller@example.com,-1935889535,good,false
emp1482,eva,jones,,finance-texas,pending,6/30/2023,91130.33,eva.jones@example.com,-9026113988,good,false
emp1483,bob,miller,40.0,admin-new york,pending,4/19/2023,90787.4,bob.miller@example.com,-8681809787,average,false
emp1484,bob,jones,25.0,sales-texas,inactive,11/11/2024,87494.34,bob.jones@example.com,-7543943534,average,true
emp1485,grace,miller,35.0,finance-nevada,inactive,3/17/2023,92627.35,grace.miller@example.com,-3751376514,average,false
